A_23_P28224,A_23_P358345,CUST_16472_PI416261804,CUST_17139_PI416261804,CUST_546_PI416408490,top_level_structure
8.7338,0.7432,1.0377,5.5547,6.3539,Str
8.2126,0.8231,0.8231,5.2454,6.1256,Str
8.3955,0.8652,0.9587,5.5383,6.2289,Str
8.7026,1.0925,2.1,6.0619,6.4263,Str
9.2012,1.028,1.06,6.6762,6.7995,Str
9.175,1.1308,1.1338,6.0832,6.8974,Str
7.8242,1.1912,0.8671,5.07,5.7085,Str
8.1304,1.002,2.4515,5.2954,6.0043,Str
8.0882,0.7432,1.1173,5.4015,6.1554,Str
8.6206,1.028,1.3962,5.6186,6.1608,Str
9.1938,1.0096,1.0312,5.8287,6.5294,Str
9.0795,0.8814,1.5877,5.8894,6.4623,Str
8.9383,1.1322,1.1373,5.6183,6.5586,Str
9.4255,0.755,0.9652,5.8237,6.7247,Str
8.9709,0.8293,1.0048,6.1229,6.4722,Str
7.9543,1.0009,2.5982,5.0935,5.8476,Cl
8.301,1.9661,1.0386,5.2972,5.9625,Cl
8.2884,1.086,1.2399,5.2376,6.1157,Cl
8.6836,1.0566,1.1798,5.8017,6.4738,Cl
8.4302,1.2175,2.3362,4.8786,6.4499,Cl
8.4641,1.0001,0.9176,5.6244,5.9291,Hy
8.6267,0.9979,2.0725,5.9015,6.1139,Hy
9.8152,0.9681,0.9281,7.1153,7.0276,Hy
9.149,1.0596,1.5151,7.2586,6.865,Hy
10.4453,1.028,1.036,7.8125,7.7041,Hy
10.3928,1.1839,3.4581,7.708,7.4933,Hy
8.568,0.935,0.9959,5.8631,6.0609,Hy
8.27,1.0092,1.0427,5.3732,6.0585,Hy
8.8902,1.0833,1.1006,6.1343,6.1687,Hy
8.4706,1.1074,1.1193,5.6943,5.849,Hy
8.2127,0.7432,0.7432,5.4627,5.852,Hy
8.2262,0.891,0.8293,5.3609,6.1022,Hy
9.3773,0.9684,1.5387,6.6002,6.5395,Hy
8.9643,1.8474,0.924,6.5845,6.8607,Hy
8.5962,1.1375,2.5968,5.8361,6.1444,Hy
8.0441,0.8897,0.8392,5.3134,5.793,Hy
10.4613,0.9848,1.0972,7.5775,7.3301,SbT
10.8226,0.9715,2.3362,8.0724,7.7121,DT
10.4404,1.086,0.9659,7.368,7.4228,DT
9.7843,0.7432,2.0563,6.9521,6.596,DT
11.2589,3.0013,0.9579,8.5093,8.0742,DT
10.9627,0.9241,1.0701,7.906,7.7469,DT
10.5667,2.9978,1.0087,7.3537,7.4471,DT
10.639,1.3239,1.3009,8.3753,7.9552,DT
10.444,1.1435,1.2798,7.0213,7.0541,DT
10.4262,1.0759,0.9491,7.5369,7.258,DT
10.7582,1.1231,1.0977,8.2821,7.8688,DT
10.9367,1.0773,2.4516,8.368,8.1511,DT
10.2755,0.7432,0.7432,7.2787,7.0405,DT
10.4021,1.0101,1.012,7.3038,7.1685,DT
10.0423,1.2485,1.493,7.5585,7.1594,DT
9.4476,0.9978,1.1348,6.7076,6.7619,DT
9.6756,0.9998,1.0175,6.6413,6.7796,DT
9.8524,0.9919,1.6776,6.8887,7.1497,VT
9.389,1.8728,2.0407,6.5421,6.7506,VT
10.394,0.8691,1.3434,7.5188,7.2838,VT
9.5053,0.9338,1.9482,6.8923,6.923,VT
10.0389,0.9164,1.1102,7.1901,7.0278,VT
10.1327,1.002,1.0803,7.1746,7.0121,MES
10.1785,0.7688,1.7759,7.0867,7.1685,MES
9.7063,0.8702,1.0665,6.9967,6.9511,MES
9.9529,1.0648,1.0667,6.7582,6.8361,MES
9.5288,1.0539,1.0424,6.7909,6.7395,MES
9.432,2.334,1.0888,6.7812,6.8646,MES
9.0266,1.0476,1.0118,6.1133,6.6743,MES
8.7912,1.7322,1.8364,6.0972,5.987,MES
8.5006,0.967,0.9523,5.2601,6.0051,MES
8.8988,4.5732,2.6246,6.7162,6.5714,MES
9.6011,4.6579,0.9458,6.5251,6.6361,MES
9.4418,4.3349,0.755,7.3745,7.016,MES
10.2239,0.8231,1.0918,7.23,7.2554,MES
9.738,1.1824,1.2206,7.2555,6.969,MES
7.8596,1.1948,1.1551,4.7169,5.3973,MES
7.2287,1.0827,1.2127,4.6259,5.2306,MES
6.2323,1.1822,1.4895,3.1758,5.3372,MES
5.6411,0.755,1.1328,3.8824,5.0231,MES
8.8599,0.7688,0.7432,6.3593,6.7043,MES
9.084,2.6362,1.0176,6.4493,6.4051,MES
7.6382,1.0184,0.9543,5.5711,6.7494,MES
7.8543,0.9564,0.9748,5.1493,6.1461,MES
9.1996,0.7432,0.7432,7.2675,7.305,MES
9.2346,0.9447,1.0098,7.2698,6.8542,MES
8.7093,0.8404,0.8392,5.985,6.7114,CbCx
8.4961,0.7432,1.8156,5.6238,6.3806,CbCx
8.693,1.1148,1.4553,5.5361,6.2489,CbCx
7.9887,0.8501,1.0573,5.2559,5.9353,CbCx
8.6318,1.3048,1.5928,5.4542,6.313,CbCx
8.3195,0.9015,1.7647,5.5311,6.3478,CbCx
8.0675,0.755,1.9837,5.001,6.0699,CbCx
7.836,0.7688,1.9212,5.0014,5.7487,CbCx
7.6564,1.2268,1.3715,4.6413,5.7774,CbCx
7.9554,0.7432,1.1586,5.2714,6.2457,CbCx
8.1883,1.2689,1.2937,5.33,6.053,CbCx
7.948,0.7432,0.9107,5.1259,6.0931,CbCx
7.8241,0.8293,1.348,4.8734,5.9204,CbCx
7.39,1.1788,1.3355,4.3929,5.5229,CbCx
7.8513,1.3354,2.2379,4.894,5.7572,CbCx
8.2879,0.7432,1.5857,5.7166,6.1364,CbCx
7.8904,1.0574,1.1695,5.1675,6.1277,CbCx
7.841,1.0907,1.6353,4.9671,6.1212,CbCx
7.8864,0.8816,3.528,5.1471,5.9574,CbCx
8.0485,0.8936,1.656,5.2958,6.0211,CbCx
7.9396,0.9049,0.9331,5.5436,6.042,CbCx
8.1376,1.3304,1.466,5.4871,6.4162,CbCx
7.7889,1.036,1.3584,5.1409,5.889,CbCx
8.7289,0.7432,2.1956,5.8589,6.6096,CbCx
9.191,1.1363,1.2643,6.3581,7.0361,CbCx
7.8383,1.0171,1.2313,5.0695,6.0119,CbCx
7.9583,1.2012,1.4822,4.6355,5.7832,CbCx
8.3919,0.7432,0.8656,5.0768,6.1847,CbCx
8.2,1.0254,2.3511,5.0817,5.9452,CbCx
7.8097,0.8909,1.1237,4.9242,6.0112,CbCx
7.9078,0.857,2.4106,5.1149,6.1476,CbCx
7.9132,0.8231,1.1837,4.8829,5.7899,CbCx
7.9407,1.0403,1.4162,4.9648,5.9436,CbCx
7.9157,0.8231,0.9505,4.9422,5.9435,CbCx
8.1353,1.1964,1.436,5.0067,5.9807,CbCx
7.8947,0.8404,1.321,4.8953,6.026,CbCx
7.9842,0.8404,1.4683,5.4187,5.9306,CbCx
7.9805,1.2392,1.2437,5.2343,6.1222,CbCx
7.7032,0.8293,1.0526,5.1527,5.9249,CbCx
7.5416,1.1809,1.5173,4.6115,5.4531,CbCx
7.1954,0.8392,0.857,4.5216,5.4334,CbCx
8.8539,0.755,0.9897,5.954,6.5587,CbCx
7.9782,1.2105,1.6937,4.6415,5.9679,CbCx
7.3901,1.0378,1.4053,4.4594,5.4257,CbCx
7.175,1.1965,1.3413,4.4548,5.3975,CbCx
7.4921,1.0781,1.3986,4.4601,5.7287,CbCx
7.6136,0.857,1.2115,4.8649,5.5729,CbCx
7.5927,0.857,1.0995,4.8617,5.4916,CbCx
7.4021,0.8293,2.0304,4.7002,5.5756,CbCx
7.5489,0.9447,1.279,4.3883,5.5342,CbCx
7.397,1.1562,1.4383,4.5135,5.3795,CbCx
7.5475,1.0504,1.3501,4.4436,5.6701,CbCx
7.6752,0.7432,2.5346,4.4352,5.5024,CbCx
7.3861,0.7432,1.3698,4.3246,5.5952,CbCx
7.5573,1.0467,1.933,4.6377,5.8396,CbCx
7.2752,0.7432,2.5044,4.3958,5.458,CbCx
7.3882,0.8231,1.9063,4.3741,5.5387,CbCx
7.65,1.0636,1.4137,4.5124,6.0062,CbCx
8.9069,1.086,1.277,5.7178,6.677,CbCx
8.9269,0.8231,1.4547,5.9375,6.5221,CbCx
10.4433,1.0092,1.0074,7.6616,7.4147,CbN
10.3623,0.8926,0.9205,7.5421,7.2837,CbN
10.183,0.9887,1.9633,7.2424,6.9985,Bpons
10.7538,1.0269,0.9938,7.6724,7.5664,Bpons
10.6579,0.9953,1.0439,8.0484,7.504,Bpons
10.8756,1.2071,1.2037,8.1645,7.575,Bpons
10.2498,1.1078,1.17,7.2676,7.0016,Bpons
10.8911,0.9988,1.0637,8.3508,7.6682,Bpons
11.2825,1.0973,1.1478,8.5382,7.9353,Bpons
10.8264,1.0642,0.9987,8.1913,7.5662,Bpons
10.5062,1.2372,1.2029,8.2569,7.491,PTg
10.446,1.1534,1.1579,7.928,7.2215,PTg
10.5056,1.1281,1.0176,7.6413,7.0723,PTg
10.6764,1.3092,1.2467,7.5811,7.1479,PTg
9.0279,13.2802,8.1878,5.6538,6.3175,PTg
8.6054,13.9603,8.5644,6.011,6.1912,PTg
8.779,13.965,8.231,5.5362,6.6084,PTg
9.123,7.1255,1.5555,6.5492,6.7995,PTg
10.412,7.8537,3.376,7.9121,7.8865,PTg
9.5919,0.9848,0.8575,7.4699,6.9478,PTg
9.6136,1.2013,1.2273,7.0018,6.669,PTg
10.9951,1.1019,1.215,8.3112,7.5311,PTg
10.3148,0.9063,2.07,7.4736,7.0145,PTg
10.9951,0.755,1.3497,7.8064,7.7345,PTg
10.5184,0.8988,0.8734,8.0051,7.5062,PTg
10.4392,4.2882,0.972,7.9053,7.7103,PTg
10.5878,0.7432,0.7432,7.9421,7.5216,PTg
10.0793,1.1863,1.2316,7.431,6.9423,PTg
10.5167,0.9417,0.9811,7.5264,7.0801,PTg
10.8983,0.994,1.0401,8.1403,7.7623,PTg
10.8333,1.062,1.0602,7.6057,7.336,PTg
9.8211,0.9844,0.9066,7.1707,6.7032,MY
10.7024,1.0034,0.9563,7.9284,7.605,MY
10.7519,1.2889,1.2522,8.2299,7.7721,MY
10.8332,0.7432,0.7432,7.0172,7.5221,MY
10.704,1.0803,1.1462,7.9486,7.6484,MY
10.465,0.7432,1.8332,7.8338,7.452,MY
10.2258,1.0092,0.9977,7.6788,7.7123,MY
9.3911,0.9623,1.0102,6.7427,6.9436,MY
7.737,6.8295,0.8872,4.6669,5.297,MY
8.4679,1.3769,1.1836,5.1992,5.7176,MY
10.6283,1.2186,1.1799,8.0451,7.1786,MY
10.5878,1.1182,1.1655,7.9549,7.2703,MY
10.7162,1.1442,1.2467,7.5187,7.1249,MY
9.8462,0.9325,1.0207,6.624,6.7024,MY
9.8186,0.7432,0.7432,7.2293,6.7322,MY
9.8172,0.9,0.755,7.1689,7.0192,MY
9.8823,0.9743,0.8618,6.7251,6.8379,MY
10.7017,4.5438,1.2022,7.258,7.3107,MY
11.1838,4.1643,0.755,8.1618,7.6841,MY
10.6249,3.4698,0.9805,8.1622,7.5587,MY
10.6256,3.5243,0.9205,8.0168,7.4607,MY
10.3676,5.6959,1.0372,8.0778,7.3646,MY
9.6847,6.7166,2.4829,6.7476,6.7427,MY
10.6719,5.2447,1.0184,8.0838,7.4942,MY
9.1859,1.1921,1.1935,6.2277,6.4531,MY
9.312,1.1707,2.6654,6.564,6.131,MY
10.6653,1.1318,1.114,7.9675,7.5091,MY
10.5636,1.0604,1.0101,7.9111,7.7628,MY
10.1737,0.8392,0.911,7.397,7.0313,MY
10.4613,0.904,0.9721,7.7636,7.3224,MY
10.3096,0.9781,1.4984,7.6638,7.4981,MY
9.9779,0.9157,1.0196,6.8334,7.0534,MY
10.3009,0.7688,1.2108,7.9323,7.3265,MY
10.2419,1.8495,1.3193,7.7457,7.4074,MY
10.1152,4.07,0.8621,7.2876,7.062,MY
5.7732,1.1443,1.0821,1.5431,2.7246,WM
5.9891,0.8293,0.8575,3.1333,3.9004,WM
8.5332,2.0026,1.6722,5.757,6.3416,FL
8.5396,1.3719,1.131,5.7722,6.2995,FL
8.8209,0.9773,0.9579,6.1984,6.5449,FL
8.7581,1.3434,1.2457,5.7465,6.3809,FL
8.5671,2.4332,1.4106,5.5717,6.4385,FL
9.0281,1.695,1.703,6.3182,6.6136,FL
9.117,0.765,1.9684,6.5286,6.8005,FL
8.9256,2.016,0.8068,6.1616,6.7958,FL
9.8047,0.6808,1.1006,6.989,7.279,FL
8.977,0.6808,1.1703,6.0456,6.907,FL
9.1532,1.0953,1.2014,6.467,6.9635,FL
8.945,1.763,1.9584,6.1678,6.6274,FL
8.7845,0.6745,1.7431,6.0788,6.4983,FL
8.3378,1.0445,1.7905,5.5174,6.2797,FL
8.4822,0.6851,0.7757,5.7047,6.3347,FL
9.5036,0.9809,1.0599,6.6905,6.8691,FL
9.3718,0.8123,0.9034,6.8953,7.1362,FL
8.5269,0.7869,0.6808,5.8151,6.4389,FL
9.0624,2.3165,0.909,6.3256,6.5139,FL
8.5374,0.8025,1.5766,5.8122,6.2832,FL
9.0754,0.9524,1.9098,6.4526,6.8685,FL
8.5564,0.7985,0.9166,5.7758,6.4299,FL
8.6648,0.956,2.3466,6.0564,6.4492,FL
9.49,1.5962,2.0279,6.767,6.9518,FL
9.4062,0.8706,0.8638,7.0393,7.2381,FL
9.1301,0.7216,1.558,6.6807,6.8536,FL
9.4877,1.1578,1.3748,6.7829,7.2299,FL
9.6786,0.873,0.9288,6.9091,7.3187,FL
9.5271,0.8785,1.0202,7.0945,7.2652,FL
9.0994,0.6808,0.9504,6.1105,6.6077,FL
9.3255,0.6905,0.6808,6.7682,7.0891,FL
9.3369,0.9695,0.9748,6.7495,7.2548,FL
9.2344,0.7026,0.9684,6.2316,6.8463,FL
9.4859,1.9144,1.4478,6.5005,7.0053,FL
8.3065,1.1202,1.3909,5.8865,6.4438,FL
9.2865,1.0405,1.0471,6.4409,6.6266,FL
9.2069,0.7234,1.0573,5.9048,6.5011,FL
9.2507,0.872,1.1234,6.3323,6.7024,FL
9.2795,0.967,1.4254,6.6825,6.9785,FL
9.444,0.8752,2.0726,6.8457,7.2285,FL
9.4734,0.7677,0.8059,7.0047,7.1483,FL
9.252,1.054,1.1799,6.3641,6.9159,FL
9.0899,0.7908,0.9731,6.1133,6.7782,FL
9.3345,0.815,0.9031,6.6693,6.9738,FL
9.7055,0.9,0.8401,7.1753,7.3832,FL
9.5199,1.0187,1.1035,6.7745,7.0449,FL
9.5022,0.6745,1.4045,6.9026,7.1398,FL
8.4089,0.6745,0.6776,5.7586,5.9807,FL
9.229,1.0388,1.1605,6.7339,7.1214,FL
9.1674,1.1571,1.1369,6.3046,6.9226,FL
9.2658,0.9194,1.6515,6.555,7.022,FL
9.2771,0.8976,1.0357,6.8213,7.0647,FL
9.6037,1.4082,0.9415,6.9899,7.284,FL
9.0427,1.0864,1.1288,6.2591,6.7992,FL
9.1569,0.8603,0.8698,6.7373,7.1001,FL
9.5196,0.98,1.4661,6.9718,7.0075,FL
9.2437,0.8006,2.3818,6.661,6.9411,FL
8.9437,1.0848,0.9412,6.3239,6.7356,FL
9.7936,1.0091,1.4658,7.113,7.1666,FL
8.3184,1.0861,1.0731,5.5282,6.0692,FL
7.6644,0.8814,0.9153,5.0474,5.9695,Ins
8.9445,0.8299,1.1262,5.8289,6.6597,Ins
8.9541,0.6921,1.7839,5.9174,6.6047,Ins
8.6473,0.7022,1.262,5.7758,6.467,Ins
7.7766,0.709,1.5893,5.0117,5.786,Ins
8.2251,0.6745,1.7105,5.4281,6.2906,Ins
8.5962,0.6841,1.937,6.0003,6.3948,CgG
8.7273,1.1063,0.8067,6.0174,6.2629,CgG
8.8246,0.6808,1.2959,5.9738,6.4548,CgG
8.2715,0.7606,0.9436,5.5567,6.1473,CgG
8.7518,0.6745,1.4092,6.3215,6.6367,CgG
8.5471,1.0987,1.0845,5.842,6.3839,CgG
8.6521,2.056,1.1217,5.8422,6.7486,CgG
7.8789,0.899,2.106,5.2364,6.0044,CgG
7.7024,0.763,2.2087,4.8997,6.0201,CgG
7.8345,0.8706,1.6192,5.3593,5.9466,CgG
8.1112,0.7636,0.7187,5.6718,6.1732,CgG
8.9437,0.7353,2.1901,6.2755,6.929,CgG
9.1962,0.9397,1.5657,6.5444,7.0286,CgG
9.0951,0.9431,0.9016,6.2837,6.8752,CgG
8.9567,0.9678,1.4575,6.2195,6.8552,CgG
9.0336,0.6808,1.2724,6.4839,6.948,CgG
9.7161,1.8286,0.7843,7.0467,7.4477,CgG
9.0773,0.6808,1.9935,6.4696,6.8117,CgG
9.0393,0.9598,2.4762,6.1242,6.7301,CgG
8.7548,0.7693,2.2047,6.0701,6.6249,CgG
8.3395,0.819,0.6808,5.5412,6.2992,CgG
7.7459,0.9412,1.358,5.3419,5.8538,CgG
9.0464,0.6745,1.1411,5.916,6.5737,HiF
9.4915,0.6745,0.6745,6.6014,7.1719,HiF
9.3702,0.6745,1.4673,6.3706,7.1206,HiF
8.4554,0.8252,3.0347,5.1795,6.1525,HiF
8.2288,0.9553,0.8933,5.3499,6.2817,HiF
8.2259,1.0625,1.2737,5.4092,6.3166,HiF
8.3096,1.2686,2.1131,5.2339,6.3832,HiF
9.2169,0.6745,2.8265,5.2175,6.1687,HiF
9.1864,1.0903,1.2268,6.3648,6.884,HiF
9.2273,0.8731,2.6072,5.8269,6.9564,HiF
8.885,0.7302,0.7844,5.7645,6.4153,HiF
8.8652,0.9501,0.6745,5.8627,6.822,HiF
9.0001,0.9712,1.0461,5.9769,6.41,HiF
8.5584,1.2179,2.195,5.7309,5.8668,HiF
8.603,2.4736,0.7405,5.789,6.596,HiF
8.914,0.9962,2.3864,5.7269,6.6119,HiF
9.1221,0.8735,0.9247,6.5393,6.5699,HiF
9.7006,2.1131,1.1732,6.5537,7.1229,HiF
9.8951,0.9298,0.9748,7.0968,7.2939,HiF
9.6205,1.5614,0.6745,6.4836,7.0974,HiF
7.2307,2.4016,1.5563,5.0971,6.2396,PHG
7.7757,0.8585,1.8411,5.2484,6.156,PHG
8.6633,0.7358,0.7003,6.0133,6.707,PHG
8.7679,2.1784,1.4227,6.0243,6.6309,PHG
9.4229,0.7515,2.4273,6.5734,7.0356,PHG
7.8266,1.2914,1.2531,4.8411,5.8875,PHG
7.9835,1.3001,0.7234,5.2943,6.071,PHG
8.5429,1.2957,1.9571,5.6082,6.5689,PHG
9.1471,0.7178,1.4823,6.5149,6.7784,PHG
8.5146,1.3306,0.6841,5.6374,6.5647,Br
9.5142,1.0244,1.8641,6.6352,7.275,OL
10.0921,0.8107,0.9509,7.0932,7.4694,OL
10.2546,0.9288,1.5702,7.2939,7.7824,OL
10.0182,0.8277,1.7608,7.2686,7.85,OL
10.1816,0.6745,2.1958,7.5761,7.8311,OL
10.4253,0.6745,0.6745,7.9237,7.8381,OL
10.1768,0.8124,0.9421,7.3454,7.8579,OL
9.3593,0.6933,1.1878,6.6909,7.1273,OL
9.0401,0.8687,1.4337,6.1798,6.7585,OL
9.2543,0.7019,2.1065,6.0975,6.9056,OL
10.9664,0.6745,0.6745,8.1431,8.4764,OL
9.2903,1.0723,0.9974,6.449,6.9407,OL
9.2454,0.7231,0.7726,6.2871,6.9254,OL
9.8212,0.6841,0.7022,7.1691,7.2825,OL
10.066,1.0242,1.5148,7.1478,7.5966,OL
9.5675,1.0184,1.137,6.8438,7.2633,OL
9.391,0.9949,1.1411,6.9241,7.2677,OL
9.3533,0.6745,1.5469,6.6639,7.1803,OL
10.082,0.8258,1.7343,7.4512,7.5305,OL
9.8203,1.1532,0.6745,7.3474,7.5378,OL
10.1861,0.6808,0.7372,7.5831,7.5656,OL
10.2171,0.8364,0.8304,7.4758,7.7784,OL
9.9637,0.6745,1.8039,7.0965,7.5931,OL
10.4461,0.6745,1.3631,7.5535,7.9055,OL
10.3095,1.1734,1.1955,7.6107,7.8089,OL
8.9939,1.075,1.1317,6.2274,6.6074,OL
9.3713,0.9555,0.8784,6.7068,7.0596,OL
8.6444,0.6745,0.7105,5.859,6.3898,OL
9.1113,0.9456,2.3944,6.5167,6.7097,OL
9.3095,2.1369,2.3433,6.5333,6.9887,OL
9.9413,1.1023,1.6008,7.095,7.3741,OL
10.2599,1.0102,0.8014,7.5958,7.7491,OL
9.3134,0.8356,1.01,6.4222,6.9477,OL
9.9356,0.6808,0.6851,7.2716,7.379,OL
10.0774,0.6745,1.6977,7.3319,7.863,OL
9.2297,0.8481,0.8421,6.7174,6.8843,PL
9.1552,0.7433,0.9961,6.7202,6.9145,PL
9.3533,0.8538,1.7356,6.691,7.0405,PL
9.8969,0.75,0.6745,7.1001,7.6195,PL
9.1408,1.1012,1.1466,6.5139,6.7171,PL
9.4651,1.0978,2.1306,6.6586,7.0705,PL
9.3836,0.7399,1.7381,6.4246,6.9759,PL
9.9794,0.6841,1.6317,6.875,7.5307,PL
9.1002,0.7948,1.3034,6.7194,6.9293,PL
9.1066,1.0786,1.6589,6.4227,6.8106,PL
9.3279,0.8865,1.6348,6.5266,6.7781,PL
9.2655,0.9307,0.9549,6.6092,6.9094,PL
9.8208,0.9958,1.2593,6.7548,7.3144,PL
9.6795,0.9916,0.9378,6.9946,7.3449,PL
9.5528,0.6851,1.0304,6.6677,7.0405,PL
9.6235,0.9118,1.0313,6.9438,7.3553,PL
9.3208,0.9507,1.545,6.6639,7.0072,PL
9.3459,1.0956,1.1234,6.5994,7.1699,PL
9.6536,0.8809,0.8769,7.0208,7.1947,PL
9.7834,0.8248,0.9044,6.8926,7.2914,PL
9.4709,0.8306,1.0097,6.8256,7.0895,PL
9.0474,0.9819,1.1374,6.2556,6.7921,PL
9.6294,1.0531,2.0465,6.8574,7.3518,PL
9.4832,0.7529,1.876,6.8663,7.1923,PL
9.5972,0.9412,1.0904,6.5543,7.0562,PL
8.9975,0.9515,1.0233,6.2178,6.6537,PL
9.1508,0.7883,1.3902,6.3563,6.8114,PL
10.0604,0.9107,0.8976,7.5558,7.7131,PL
8.9366,0.8184,0.9665,6.1372,6.6161,PL
9.3713,0.9628,1.465,6.5842,7.1454,PL
9.672,1.15,1.4729,6.7807,7.261,PL
9.9303,0.8299,0.9062,7.0572,7.4354,PL
9.2441,0.8566,1.7399,6.5159,6.8764,PL
9.0727,2.6856,1.3434,6.2107,6.7697,PL
9.0237,1.0426,1.2595,6.05,6.8722,PL
9.4655,0.9711,1.7664,6.6266,7.0451,PL
9.7692,1.0769,1.0638,6.8881,7.1448,PL
9.2611,0.9671,2.4543,6.758,7.0962,PL
9.822,1.1668,1.7882,6.9345,7.3417,PL
9.2129,1.0674,1.0231,6.7308,6.9448,PL
9.444,0.7696,0.9007,6.6322,7.0107,PL
8.5648,1.7804,1.5203,6.1282,6.5586,TL
8.5301,1.9996,1.5353,5.6689,6.463,TL
8.7914,1.0478,1.1336,5.8452,6.5266,TL
8.9406,1.1322,1.8401,6.3314,6.7764,TL
8.2808,1.3251,1.1964,5.305,6.3992,TL
8.6369,1.1656,0.7746,5.7548,6.6337,TL
8.2017,1.7659,1.5621,5.6986,6.3147,TL
8.3862,0.9442,1.0232,5.4939,6.2507,TL
9.1556,1.0731,1.2457,6.0292,6.3837,TL
8.1375,2.0154,0.8937,5.2612,5.9965,TL
7.7697,1.4737,1.0719,5.3213,5.9071,TL
9.3095,1.8596,2.8127,6.6575,7.1164,TL
9.2368,1.0498,1.6423,6.5446,6.9108,TL
9.3541,0.7595,1.8266,6.7688,7.0219,TL
9.5529,0.8165,0.9082,6.7018,7.0779,TL
8.4082,0.8852,0.9853,5.6391,6.2197,TL
8.8249,2.146,1.4493,6.427,6.7366,TL
8.697,1.8216,0.9821,6.1444,6.4925,TL
9.0002,1.77,0.6808,6.619,6.6512,TL
8.7646,0.6745,0.9223,5.9222,6.4793,TL
8.5369,0.6745,1.5919,5.7585,6.5074,TL
8.8249,0.716,0.882,6.0678,6.5317,TL
8.9739,0.9952,0.9888,6.4772,6.6146,TL
8.5396,0.9495,0.9816,5.7716,6.453,TL
8.7102,0.9594,0.9215,6.2197,6.5956,TL
9.1186,2.065,0.9961,6.3581,6.8684,TL
9.1406,1.0357,0.978,6.3498,6.763,TL
8.6161,0.9381,1.1053,5.8999,6.5649,TL
8.5603,1.1577,1.2296,5.5943,6.462,TL
8.7375,2.1743,2.8437,6.0444,6.6849,TL
9.0867,0.716,2.1549,6.1627,6.7001,TL
8.9128,0.7516,1.8794,6.0396,6.7961,TL
8.635,1.0559,1.5637,5.6629,6.3582,TL
8.5939,0.9763,1.425,5.9294,6.4995,TL
9.176,0.6808,1.8548,6.3289,6.8511,TL
9.0658,2.3382,2.8341,6.5078,6.9344,TL
9.1822,1.0659,1.5728,6.4157,6.6572,TL
8.8261,1.2079,1.4192,6.0303,6.413,TL
8.4441,0.6745,2.7182,5.7908,6.5108,TL
8.1617,1.0976,0.8964,5.3326,6.0706,TL
8.6113,0.8407,1.2992,6.0049,6.5065,TL
8.729,1.0039,1.6515,5.8045,6.4804,TL
9.3943,0.7346,1.1753,6.77,7.0367,TL
9.0745,2.8169,1.5747,6.9122,6.7339,TL
8.6395,1.0771,1.675,5.5649,6.1773,TL
9.194,0.8304,1.7063,6.7451,6.8782,TL
9.0647,1.2079,1.2113,6.3318,6.5728,TL
8.8087,0.885,0.8605,6.3516,6.6307,TL
8.8822,2.3996,1.0047,6.0511,6.835,TL
8.8131,1.2629,0.7596,6.0717,6.6804,TL
9.0443,0.7246,1.1249,6.4582,6.7473,TL
9.1246,0.7521,1.6713,6.3046,6.9589,TL
8.9796,1.0728,1.0259,6.1566,6.8395,TL
9.3225,1.0852,1.1523,6.5446,6.9167,TL
8.6551,0.8449,1.9344,5.8272,6.567,TL
9.0656,1.6019,1.4599,6.193,6.7643,TL
8.7447,0.8566,1.0315,5.9165,6.6259,TL
9.3579,0.9567,1.6446,6.6783,6.9853,TL
9.2575,1.5943,0.9166,6.627,7.0035,TL
8.2691,1.7783,1.942,5.7556,6.4813,TL
7.8578,0.7173,1.5145,5.416,6.0639,TL
8.1646,2.3955,1.3038,5.577,6.3109,TL
8.1046,1.1794,2.0347,5.763,6.2575,TL
7.699,1.0681,1.1658,5.2605,5.8453,TL
8.8616,0.6808,0.6808,6.4389,6.5641,TL
9.4578,0.8721,1.1012,6.413,6.9174,TL
8.1619,2.2934,0.7795,5.3006,6.2979,Amg
6.8998,1.8938,2.6269,3.6125,5.7849,Amg
8.1315,0.7564,0.6745,4.9751,6.4582,Amg
7.0526,1.2818,2.5472,2.9981,5.1636,Amg
7.8495,1.3145,1.1609,4.7376,5.6835,Amg
7.5247,0.6745,0.8397,4.6025,5.7705,Amg
8.1185,3.6876,2.1611,5.1538,5.8368,Amg
8.097,2.2433,0.6745,4.9616,6.283,Amg
8.8472,2.957,1.0819,5.6996,6.5078,Amg
8.105,5.9899,0.8082,5.133,6.0201,Amg
8.3611,0.8872,0.9848,5.4444,6.1375,BF
8.4287,0.7439,0.8207,4.6762,5.8451,BF
8.2152,1.114,1.3027,5.0051,5.7471,BF
9.6176,2.1481,1.9749,6.3338,6.8254,BF
8.9305,1.2216,1.3255,5.5945,6.2782,BF
8.7216,0.8204,2.4212,5.7719,6.4544,BF
9.416,0.7147,1.1567,5.9686,6.6333,BF
9.1009,1.223,1.1076,6.1248,6.4335,BF
9.0486,1.6079,1.5876,5.5601,6.7944,BF
8.2821,0.7707,0.9599,4.3361,6.5122,BF
7.8368,0.8382,2.7512,5.3544,5.8999,BF
7.7035,0.6851,0.8695,3.9162,5.8451,BF
8.5945,0.6808,0.6808,6.1993,6.6379,GP
9.0344,0.6745,1.2328,6.5422,6.8139,GP
9.3882,0.8875,0.7442,6.8338,7.3164,GP
8.7698,0.6905,1.6483,6.2102,6.6278,GP
8.3942,0.6745,0.6745,6.2876,6.6643,GP
8.9477,0.6745,3.0197,6.072,6.6533,Str
